OBJECTID,SPECIES_CD_1,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_VOL_PER_HA_SPP1_125
892,HW,287,27.2000008,248.615
893,CW,267,19.2000008,114.569
894,SS,35,12.3000002,79.513
895,CW,193,30.2000008,237.926
896,HW,367,34.2000008,307.063
897,PLC,107,5.3000002,0
898,YC,287,13.1000004,54.145
899,HW,237,28.2999992,328.584
900,HW,227,28.2999992,303.334
901,PLC,167,3,0
902,CW,207,10.1000004,0
903,HW,197,14.1999998,57.148
904,CW,227,16.2000008,64.332
905,CW,307,23.2000008,121.201
906,HW,307,23.2000008,237.421
907,HW,187,20.3999996,165.152
908,HW,332,25.2000008,174.748
909,HW,367,41.2000008,667.723
910,HW,267,24.2000008,161.655
911,CW,332,21.1000004,95.141
912,SS,332,35.2999992,370.757
913,CW,257,16.1000004,59.952
914,HW,297,30.2000008,360.237
915,CW,297,17.1000004,85.35
916,HW,267,33.2999992,338.132
917,CW,267,22.2000008,121.592
918,SS,5,0.8,0
919,SS,4,0.4,0
920,HW,357,37.2000008,373.094
921,HW,287,30.2000008,258.616
922,HW,3,0.3,0
923,CW,257,15.1000004,88.479
924,CW,332,21.1000004,79.38
925,HW,7,1.2,0
926,CW,357,16.1000004,68.076
927,HW,21,7.0999999,0
928,HW,337,35.2000008,436.914
929,CW,167,17.2999992,80.743
930,CW,287,27.2000008,268.503
931,CW,277,26.2000008,169.617
932,DR,67,24.6000004,160.68
933,HW,6,1.2,0
934,CW,227,14.1999998,45.743
935,CW,282,18.1000004,74.511
936,CW,3,0.4,0
937,HW,237,23.2999992,188.19
938,HW,307,30.2000008,299.517
939,CW,332,28.2000008,158.9
940,YC,207,7.0999999,0
941,CW,357,12.1000004,3.928
942,CW,257,16.1000004,67.616
943,CW,287,30.2000008,182.176
944,HW,223,25.1000004,279.033
945,HW,18,6.1999998,0
946,HW,257,32.2999992,355.912
947,HW,237,27.2999992,213.144
948,CW,332,22.1000004,114.259
949,SS,25,7.8000002,2.364
950,CW,157,2,0
951,CW,163,33.2999992,207.73
952,CW,162,33.2000008,207.342
953,CW,332,15.1000004,33.118
954,YC,277,12.1000004,20.221
955,HW,253,22.1000004,136.379
956,CW,157,8.1000004,0
957,CW,307,17.1000004,54.827
958,,0,0,0
959,HW,337,35.2000008,439.455
960,CW,357,18.1000004,82.052
961,PLC,107,1.5,0
962,HW,237,25.2999992,234.095
963,CW,207,1,0
964,HW,287,31.2000008,372.196
965,HW,347,34.2000008,435.984
966,HW,27,14.1999998,95.424
967,CW,307,23.2000008,121.201
968,YC,307,19.1000004,82.23
969,HW,17,6.6999998,0
970,HW,307,38.2999992,383.81
971,CW,332,18.1000004,63.775
972,HW,18,6.4000001,0
973,CW,307,28.2000008,143.778
974,SS,357,39.2000008,478.924
975,CW,267,25.2000008,143.958
976,HW,257,22.2000008,165.406
977,CW,332,26.2000008,157.246
978,DR,25,17.1000004,84.239
979,PLC,107,1.5,0
980,CW,207,20.2000008,101.07
981,HW,332,38.2000008,249.493
982,HW,357,34.2000008,359.733
983,CW,207,5,0
984,CW,243,24.1000004,209.473
985,CW,297,17.1000004,60.562
986,CW,332,24.1000004,117.858
987,YC,277,14.1000004,55.133
988,HW,327,33.2000008,403.364
989,HW,367,39.2000008,579.49
990,YC,197,7.0999999,1.191
991,SS,227,33.5,429.78
992,HW,247,22.2999992,181.007
993,SS,183,27.2999992,340.989
994,CW,247,7.0999999,0
995,SS,3,0.3,0
996,CW,257,27.2999992,195.524
997,CW,257,17.2000008,78.667
998,CW,147,10.1999998,0
999,YC,257,11.1000004,36.085
1000,CW,307,23.2000008,100.501
1001,CW,177,9.1000004,14.596
1002,PLC,117,3.2,0
1003,YC,227,12.1000004,29.988
1004,CW,297,29.2000008,212.501
1005,HW,223,23.1000004,193.222
1006,CW,147,19.3999996,96.303
1007,HW,307,31.2000008,393.053
1008,HW,227,26.2999992,329.335
1009,HW,307,34.2000008,367.304
1010,CW,257,15.1000004,72.529
1011,CW,207,18.2000008,69.301
1012,SS,332,35.2999992,376.498
1013,HW,307,33.2000008,355.135
1014,PLC,117,1.5,0
1015,PLC,107,5.3000002,0
1016,HW,307,31.2000008,451.508
1017,HW,167,16.3999996,111.921
1018,CW,267,21.2000008,124.466
1019,CW,207,14.1000004,69.94
1020,HW,377,39.2000008,576.609
1021,SS,157,33.7999992,274.899
1022,SS,297,39.2999992,386.957
1023,HW,247,21.2000008,145.563
1024,CW,277,28.2999992,199.157
1025,SS,33,11.3999996,46.105
1026,CW,247,13.1000004,10.523
1027,PLC,107,3.2,0
1028,HW,20,6.9000001,0
1029,PLC,147,3.0999999,0
1030,HW,357,37.2000008,347.373
1031,HW,347,34.2000008,304.25
1032,CW,282,24.2000008,128.489
1033,CW,187,23.2999992,123.937
1034,CW,277,19.2000008,77.008
1035,HW,287,26.2000008,201.8
1036,CW,307,16.1000004,61.583
1037,HW,21,7.4000001,2.065
1038,HW,33,12.6000004,31.581
1039,CW,353,16,96.073
1040,HW,237,29.2999992,356.584
1041,PLC,117,2.5999999,0
1042,,0,0,0
1043,CW,273,20.1000004,106.295
1044,HW,29,12.5,40.349
1045,YC,367,17.1000004,74.008
1046,CW,267,16.2000008,72.453
1047,HW,307,30.2000008,381.521
1048,CW,282,18.1000004,55.774
1049,CW,207,2,0
1050,CW,157,3,0
1051,HW,5,0.8,0
1052,SS,357,45.2000008,503.107
1053,PLC,157,6.1999998,0
1054,YC,287,17.1000004,65.801
1055,HW,367,37.2000008,601.712
1056,HW,12,4.0999999,0
1057,SS,16,3.8,0
1058,CW,222,16.2000008,73.955
1059,CW,332,21.1000004,79.38
1060,PLC,117,2.5999999,0
1061,CW,293,30.1000004,261.466
1062,SS,297,36.2999992,378.489
1063,CW,147,21.5,114.162
1064,CW,307,13.1000004,30.518
1065,CW,207,1,0
1066,SS,267,29.3999996,318.525
1067,CW,332,18.1000004,63.775
1068,HW,227,26.2999992,229.93
1069,PLC,127,4.1999998,0
1070,HW,277,24.2000008,170.169
1071,HW,307,33.2000008,403.114
1072,CW,307,26.2000008,122.174
1073,HW,332,36.2000008,429.884
1074,HW,267,29.2999992,395.773
1075,YC,247,18.2000008,87.368
1076,HW,307,33.2000008,356.72
1077,HW,21,9.5,13.557
1078,HW,247,28.2999992,287.372
1079,CW,332,24.1000004,97.965
1080,CW,332,31.2000008,225.024
1081,HW,307,38.2999992,393.913
1082,YC,267,9.1000004,0
1083,SS,127,28,327.52
1084,HW,267,25.2000008,239.411
1085,PLC,167,5.1999998,0
1086,CW,267,21.2000008,107.135
1087,CW,277,21.2000008,130.607
1088,CW,267,18.2000008,114.851
1089,HW,277,30.2999992,251.929
1090,HW,22,7.8000002,6.241
1091,HW,267,25.2000008,180.09
1092,HW,307,18.2000008,92.34
1093,HW,15,4.0999999,0
1094,CW,257,17.2000008,83.753
1095,YC,287,14.1000004,55.443
1096,HW,307,21.2000008,118.587
1097,CW,223,13.1000004,62.642
1098,CW,332,18.1000004,51.612
1099,CW,257,18.2000008,67.388
1100,PLC,117,2,0
1101,PLC,147,2,0
1102,CW,357,32.2000008,156.811
1103,PLC,122,2,0
1104,,0,0,0
1105,HW,31,10.1999998,37.797
1106,HW,5,0.6,0
1107,CW,267,18.2000008,102.016
1108,HW,357,39.2000008,508.734
1109,CW,187,16.2000008,57.135
1110,CW,207,20.2000008,128.157
1111,HW,357,29.2000008,214.938
1112,HW,10,2.5,0
1113,HW,307,31.2000008,300.337
1114,CW,207,23.2000008,114.206
1115,CW,257,25.2000008,185.256
1116,CW,277,17.2000008,66.995
1117,PLC,107,1.5,0
1118,CW,396,34.7000008,691.674
1119,CW,267,19.2000008,96.131
1120,HW,307,26.2000008,202.208
1121,CW,297,28.2000008,195.864
1122,PLC,107,1.5,0
1123,HW,307,38.2999992,383.81
1124,HW,227,34.4000015,435.016
1125,HW,257,32.2999992,358.626
1126,CW,177,8.1000004,0
1127,HW,407,43.2000008,628.371
1128,HW,267,22.2000008,117.34
1129,CW,332,28.2000008,159.446
1130,HW,257,22.2000008,182.226
1131,YC,227,12.1000004,26.649
1132,HW,267,25.2000008,227.042
1133,CW,287,30.2000008,228.259
1134,CW,332,27.2000008,175.269
1135,HW,227,20.2999992,131.291
1136,HW,347,35.2000008,354.566
1137,SS,247,38.4000015,646.228
1138,CW,357,21.1000004,93.655
1139,CW,3,0.4,0
1140,SS,227,36.5,517.297
1141,HW,287,36.2999992,464.137
1142,HW,257,26.2999992,271.559
1143,PLC,147,3.0999999,0
1144,CW,277,22.2000008,99.599
1145,HW,357,34.2000008,356.448
1146,SS,357,40.2000008,562.29
1147,CW,167,20.2999992,147.09
1148,CW,307,24.2000008,135.737
1149,CW,247,21.2000008,108.778
1150,HW,25,9.3999996,19.154
1151,CW,332,22.1000004,99.624
1152,PLC,107,5.3000002,0
1153,YC,407,18.1000004,99.255
1154,CW,207,10.1000004,0
1155,HW,24,9.8000002,13.999
1156,CW,277,23.2000008,107.203
1157,CW,267,21.2000008,92.938
1158,CW,267,19.2000008,93.186
1159,SS,307,37.2999992,390.028
1160,CW,357,20.1000004,74.85
1161,HW,12,4.9000001,0
1162,SS,34,14.3999996,76.44
1163,SS,287,39.2999992,457.738
1164,CW,332,30.2000008,209.434
1165,HW,277,29.2999992,228.165
1166,HW,277,21.2000008,148.223
1167,HW,87,15.8999996,75.949
1168,CW,167,17.2999992,82.292
1169,HW,24,8.1000004,6.634
1170,SS,257,35.4000015,552.083
1171,PLC,117,3.2,0
1172,CW,187,18.2000008,54.815
1173,CW,207,10.1000004,1.31
1174,PLC,147,2.5,0
1175,HW,267,29.2999992,248.648
1176,CW,307,27.2000008,148.791
1177,PLC,127,4.1999998,0
1178,SS,32,11.5,55.19
1179,CW,267,18.2000008,64.985
1180,SS,10,1.8,0
1181,CW,267,19.2000008,81.7
1182,HW,277,25.2000008,179.071
1183,HW,17,5.4000001,0
1184,CW,327,31.2000008,155.056
1185,HW,247,28.2999992,264.127
1186,PLC,117,2,0
1187,CW,263,28.1000004,175.308
1188,HW,247,30.2999992,350.566
1189,HW,307,34.2000008,392.402
1190,CW,277,22.2000008,107.356
1191,CW,332,28.2000008,164.094
1192,HW,21,6.6999998,0
1193,CW,257,16.1000004,66.806
1194,PLC,127,3.2,0
1195,SS,4,0.4,0
1196,CW,287,18.1000004,79.929
1197,SS,247,37.4000015,565.868
1198,CW,307,23.2000008,89.274
1199,CW,353,18,86.826
1200,HW,32,14,48.731
1201,HW,19,6.4000001,0
1202,HW,137,11.3000002,22.005
1203,CW,217,12.1000004,0
1204,HW,187,23.3999996,282.426
1205,HW,197,20.2999992,144.06
1206,PLC,107,1.5,0
1207,HW,327,35.2000008,438.196
1208,CW,163,33.2999992,207.73
1209,HW,277,30.2999992,301.08
1210,CW,167,10.1999998,11.554
1211,PLC,107,2,0
1212,CW,332,26.2000008,157.246
1213,HW,307,34.2000008,516.36
1214,CW,247,27.2999992,236.02
1215,HW,237,23.2999992,193.641
1216,CW,332,22.1000004,104.331
1217,HW,287,37.2999992,347.425
1218,CW,267,31.2999992,281.862
1219,CW,277,21.2000008,99.609
1220,HW,267,21.2000008,81.944
1221,CW,307,40.2999992,465.527
1222,YC,347,15.1000004,82.846
1223,CW,332,15.1000004,33.118
1224,CW,177,10.1000004,0
1225,HW,307,34.2000008,467.816
1226,CW,222,11.1000004,31.174
1227,HW,332,25.2000008,157.682
1228,CW,257,17.2000008,53.869
1229,CW,307,16.1000004,54.204
1230,PLC,117,2,0
1231,HW,227,18.2000008,56.525
1232,HW,277,33.2999992,313.201
1233,DR,32,20.2000008,192.889
1234,HW,367,36.2000008,447.457
1235,CW,307,18.1000004,63.523
1236,CW,257,17.2000008,95.507
1237,HW,287,35.2999992,453.769
1238,HW,307,34.2000008,366.787
1239,YC,307,13.1000004,66.213
1240,HW,227,33.4000015,311.64
1241,SS,267,40.2999992,558.589
1242,HW,207,32.4000015,399.693
1243,CW,357,21.1000004,122.782
1244,HW,227,16.2000008,85.968
1245,CW,297,23.2000008,132.537
1246,CW,267,20.2000008,70.405
1247,PLC,107,1.5,0
1248,CW,137,6.0999999,0
1249,HW,357,37.2000008,321.942
1250,HW,367,35.2000008,400.432
1251,SS,307,35.2999992,470.23
1252,YC,247,18.2000008,87.368
1253,CW,267,28.2999992,207.76
1254,CW,307,15.1000004,40.374
1255,HW,11,2.2,0
1256,CW,157,5.0999999,0
1257,DR,24,16,88.431
1258,HW,22,7.1999998,0
1259,CW,357,15.1000004,4.732
1260,PLC,117,2,0
1261,CW,332,27.2000008,195.03
1262,CW,307,20.1000004,74.715
1263,HW,277,32.2999992,219.829
1264,CW,267,15.1000004,74.467
1265,CW,277,18.2000008,66.252
1266,CW,267,19.2000008,68.715
1267,CW,357,23.1000004,125.254
1268,HW,287,27.2000008,209.672
1269,HW,325,28.2000008,259.258
1270,CW,277,30.2999992,162.551
1271,YC,287,12.1000004,22.929
1272,HW,247,29.2999992,250.322
1273,YC,277,12.1000004,41.569
1274,CW,332,25.2000008,107.657
1275,YC,267,11.1000004,16.517
1276,SS,32,11.5,55.426
1277,SS,267,48.2999992,654.365
1278,CW,307,18.1000004,69.764
1279,HW,24,8.1000004,6.634
1280,CW,237,15.1999998,65.835
1281,,0,0,0
1282,,0,0,0
1283,HW,357,39.2000008,380.365
1284,CW,257,16.1000004,50.086
1285,HW,277,28.2000008,179.068
1286,HW,267,30.2999992,256.873
1287,CW,307,26.2000008,177.589
1288,HW,31,13.5,94.029
1289,HW,35,13.3999996,44.586
1290,CW,164,22,88.626
1291,CW,297,23.2000008,141.371
1292,HW,277,27.2000008,274.15
1293,CW,307,18.1000004,80.714
1294,HW,247,21.2000008,172.036
1295,HW,22,11.5,34.241
1296,CW,267,21.2000008,117.065
1297,PLC,107,5.3000002,0
1298,CW,257,7.0999999,0
1299,CW,247,17.2000008,61.475
1300,HW,347,34.2000008,460.254
1301,YC,307,16.1000004,66.484
1302,HW,237,22.2999992,183.554
1303,SS,257,36.4000015,498.033
1304,CW,332,21.1000004,88.021
1305,CW,267,15.1000004,52.128
1306,CW,297,30.2000008,217.684
1307,CW,327,30.2000008,189.279
1308,YC,277,14,48.305
1309,HW,267,29.2999992,352.757
1310,HW,20,5.6999998,0
1311,PLC,107,1.5,0
1312,PLC,117,1.5,0
1313,HW,12,4.9000001,0
1314,HW,247,21.2000008,157.513
1315,CW,307,24.2000008,125.283
1316,CW,307,23.2000008,115.441
1317,CW,247,17.2000008,70.658
1318,HW,357,36.2000008,422.002
1319,HW,307,31.2000008,348.539
1320,HW,387,38.2000008,551.117
1321,HW,337,36.2000008,381.848
1322,HW,307,33.2000008,349.815
1323,CW,227,16.2000008,67.314
1324,CW,307,23.2000008,117.749
1325,SS,297,40.2999992,398.912
1326,CW,217,17.2000008,69.956
1327,HW,19,7.9000001,5.755
1328,CW,277,26.2000008,169.617
1329,CW,307,19.1000004,106.998
1330,PLC,107,2,0
1331,HW,337,33.2000008,349.99
1332,YC,297,15.1000004,57.484
1333,HW,3,0.3,0
1334,CW,247,15.1999998,68.24
1335,CW,237,20.2000008,107.812
1336,YC,307,15.1000004,74.223
1337,PLC,117,3.2,0
1338,HW,127,25.7999992,237.692
1339,CW,307,21.1000004,94.593
1340,HW,323,34.0999985,560.047
1341,SS,227,34.5,384.091
1342,YC,307,15.1000004,42.347
1343,HW,337,35.2000008,330.634
1344,CW,307,18.1000004,73.723
1345,CW,157,10.1999998,0.241
1346,CW,297,26.2000008,165.484
1347,CW,332,25.2000008,130.642
1348,CW,127,7.1999998,0
1349,CW,337,17.1000004,64.856
1350,HW,11,2.0999999,0
1351,PLC,117,2.5999999,0
1352,CW,167,8.1000004,14.741
1353,CW,357,23.1000004,106.427
1354,HW,307,34.2000008,367.955
1355,HW,22,7.5,3.002
1356,SS,377,34.2000008,479.765
1357,HW,332,32.2000008,213.787
1358,CW,287,18.1000004,79.773
1359,CW,267,19.2000008,84.317
1360,PLC,137,2.5,0
1361,CW,307,23.2000008,106.849
1362,PLC,147,2.5,0
1363,DR,87,27.3999996,380.758
1364,HW,23,8.3999996,8.325
1365,CW,357,20.1000004,58.532
1366,HW,267,23.2000008,147.695
1367,CW,307,12.1000004,21.399
1368,SS,236,39.4000015,528.747
1369,HW,32,11.5,49.202
1370,YC,357,19.1000004,118.866
1371,,0,0,0
1372,HW,277,30.2999992,344.878
1373,HW,257,30.2999992,322.343
1374,HW,357,20.1000004,83.734
1375,CW,227,16.2000008,67.314
1376,CW,127,3,0
1377,HW,347,32.2000008,438.429
1378,HW,307,32.2000008,281.845
1379,CW,267,19.2000008,99.363
1380,YC,267,10.1000004,27.693
1381,HW,12,3.4000001,0
1382,HW,325,33.2000008,306.936
1383,HW,367,37.2000008,568.886
1384,HW,297,29.2000008,267.63
1385,CW,307,18.1000004,53.385
1386,HW,347,34.2000008,304.24
1387,CW,297,17.1000004,60.562
1388,CW,267,24.2000008,186.476
1389,HW,29,12.6999998,35.987
1390,HW,307,32.2000008,309.913
1391,YC,367,18.1000004,85.072
1392,CW,237,20.2000008,104.037
1393,CW,267,17.1000004,89.924
1394,HW,25,14,52.265
1395,CW,247,21.2000008,135.311
1396,SS,267,39.2999992,432.544
1397,HW,267,22.2000008,138.389
1398,PLC,147,2,0
1399,CW,257,17.2000008,75.315
1400,PLC,117,2,0
1401,,0,0,0
1402,HW,227,18.2000008,67.327
1403,HW,187,19.3999996,107.331
1404,CW,277,30.2999992,162.551
1405,CW,332,18.1000004,63.096
1406,HW,14,3.8,0
1407,CW,207,5,0
1408,CW,357,23.1000004,122.169
1409,SS,257,41.4000015,727.688
1410,YC,307,15.1000004,60.879
1411,CW,357,30.2000008,242.039
1412,CW,277,25.2000008,176.503
1413,CW,332,28.2000008,188.303
1414,HW,325,35.2000008,254.345
1415,HW,33,12.6000004,35.703
1416,HW,21,7.4000001,1.667
1417,CW,277,18.2000008,66.252
1418,CW,282,16.1000004,65.924
1419,PLC,147,2,0
1420,CW,332,27.2000008,178.636
1421,CW,257,18.2000008,97.095
1422,HW,233,27.1000004,293.363
1423,CW,257,15.1000004,79.588
1424,CW,307,14.1000004,37.137
1425,,0,0,0
1426,HW,117,13.5,61.19
1427,HW,247,17.2000008,68.668
1428,HW,6,0.9,0
1429,YC,350,12.5,35.739
1430,CW,332,31.2000008,192.721
1431,SS,357,45.2000008,501.341
1432,CW,287,24.2000008,142.033
1433,HW,307,38.2999992,400.379
1434,SS,9,2.0999999,0
1435,HW,24,11,18.918
1436,CW,127,7.1999998,0
1437,HW,247,16.2000008,47.493
1438,CW,217,11.1000004,0
1439,CW,332,35.2000008,221.101
1440,CW,217,11.1000004,14.819
1441,HW,327,32.2000008,352.767
1442,HW,247,28.2999992,244.422
1443,DR,31,19.8999996,55.771
1444,HW,17,5.5999999,0
1445,CW,137,6.0999999,0
1446,HW,277,32.2999992,387.499
1447,SS,4,0.4,0
1448,SS,287,41.2999992,612.264
1449,YC,307,16.1000004,56.713
1450,CW,332,27.2000008,175.269
1451,HW,267,30.2999992,303.288
1452,,0,0,0
1453,HW,257,32.2999992,389.904
1454,HW,287,31.2000008,314.077
1455,SS,259,48.5999985,699.532
1456,CW,362,24.7999992,228.474
1457,YC,147,6.0999999,0
1458,SS,287,40.2999992,494.802
1459,CW,397,48.2000008,229.405
1460,CW,297,30.2000008,223.458
1461,CW,267,15.1000004,54.336
1462,HW,163,33.2999992,526.49
1463,HW,307,33.2000008,345.234
1464,HW,297,30.2000008,230.464
1465,CW,277,28.2999992,199.157
1466,HW,117,15.6000004,52.105
1467,CW,277,25.2000008,182.766
1468,HW,337,33.2000008,324.382
1469,PLC,107,1.5,0
1470,HW,327,33.2000008,400.968
1471,CW,332,27.2000008,175.269
1472,HW,19,6.4000001,0
1473,HW,247,30.2999992,308.817
1474,CW,282,18.1000004,94.513
1475,CW,332,22.1000004,76.619
1476,PLC,117,2,0
1477,CW,267,29.2999992,238.437
1478,CW,267,15.1000004,70.912
1479,SS,267,39.2999992,434.539
1480,HW,36,15.8999996,54.335
1481,HW,18,5.4000001,0
1482,HW,347,36.2000008,337.793
1483,CW,267,19.2000008,81.918
1484,CW,357,28.1000004,155.089
1485,HW,367,42.2000008,493.036
1486,HW,297,37.2999992,422.893
1487,HW,332,25.2000008,157.682
1488,HW,167,16.3999996,73.167
1489,CW,243,24.1000004,209.473
1490,HW,6,0.9,0
1491,HW,24,8.8999996,7.199
1492,CW,332,15.1000004,21.826
1493,SS,217,33.5,309.461
1494,SS,367,24.2999992,205.241
1495,CW,167,31.5,260.138
1496,HW,12,3,0
1497,CW,332,21.1000004,80.435
1498,CW,267,19.2000008,88.408
1499,CW,307,18.1000004,51.244
1500,PLC,127,4.1999998,0
1501,SS,207,35.5,417.583
1502,HW,367,39.2000008,597.569
1503,CW,277,23.2000008,107.349
1504,PLC,127,2,0
1505,CW,307,18.1000004,64.772
1506,HW,11,2.8,0
1507,YC,222,16.1000004,88.377
1508,CW,307,22.2000008,95.099
1509,HW,297,37.2999992,484.176
1510,PLC,107,4.3000002,0
1511,CW,257,8.1000004,0.581
1512,,0,0,0
1513,CW,267,17.1000004,75.095
1514,HW,307,24.2000008,153.228
1515,CW,277,27.2000008,127.174
1516,HW,227,24.2999992,116.868
1517,CW,257,18.2000008,94.314
1518,HW,237,30.2999992,306.925
1519,HW,347,33.2000008,368.208
1520,HW,307,28.2000008,198.027
1521,CW,277,28.2999992,228.147
1522,SS,307,40.2999992,534.525
1523,CW,267,19.2000008,84.779
1524,HW,237,23.2999992,223.004
1525,CW,357,37.2000008,270.585
1526,HW,387,41.2000008,425.27
1527,SS,257,40.4000015,794.504
1528,CW,332,27.2000008,175.269
1529,CW,157,8.1000004,0
1530,CW,332,20.1000004,105.031
1531,HW,267,28.2999992,297.234
1532,HW,317,33.2000008,352.037
1533,HW,17,5.9000001,0
1534,HW,18,5.9000001,0
1535,HW,357,35.2000008,276.49
1536,CW,197,20.2000008,118.421
1537,SS,10,3.3,0
1538,HW,307,43.2999992,523.869
1539,SS,353,38.0999985,505.009
1540,HW,367,34.2000008,458.14
1541,CW,307,17.1000004,49.576
1542,SS,263,32.2000008,402.711
1543,HW,327,35.2000008,496.087
1544,HW,307,31.2000008,223.419
1545,CW,307,19.1000004,62.783
1546,HW,307,34.2000008,519.54
1547,CW,332,25.2000008,150.218
1548,SS,17,4.3000002,0
1549,HW,167,15.3000002,63.717
1550,DR,24,16,126.768
1551,HW,247,23.2999992,173.593
1552,PLC,117,2,0
1553,CW,227,16.2000008,63.578
1554,DR,87,26.3999996,296.827
1555,PLC,117,1.5,0
1556,CW,267,19.2000008,135.625
1557,HW,307,33.2000008,406.091
1558,HW,267,30.2999992,187.896
1559,HW,307,30.2000008,297.493
1560,SS,243,35.2000008,576.497
1561,CW,207,19.2000008,94.077
1562,PLC,117,1.5,0
1563,CW,307,14.1000004,37.137
1564,CW,207,3,0
1565,SS,357,42.2000008,592.369
1566,PLC,127,4.1999998,0
1567,SS,147,20.7999992,153.307
1568,HW,227,19.2000008,124.477
1569,HW,257,20.2000008,91.962
1570,CW,307,14.1000004,21.314
1571,HW,207,23.2999992,149.662
1572,CW,303,20.1000004,108.111
1573,SS,357,38.2000008,375.93
1574,YC,337,15.1000004,57.378
1575,HW,22,9.3999996,11.046
1576,PLC,122,2.5,0
1577,CW,305,25.2000008,184.349
1578,CW,227,18.2000008,92.056
1579,SS,247,41.4000015,664.043
1580,YC,287,13.1000004,45.631
1581,HW,237,15.1999998,61.517
1582,HW,287,27.2000008,209.672
1583,HW,237,27.2999992,354.005
1584,SS,357,44.2000008,510.256
1585,PLC,107,2,0
1586,SS,307,40.2999992,534.525
1587,CW,247,16.2000008,85.879
1588,HW,23,7.5999999,2.476
1589,CW,307,18.1000004,64.772
1590,HW,247,19.2000008,142.788
1591,CW,167,17.2999992,82.292
1592,CW,277,22.2000008,81.966
1593,CW,267,22.2000008,112.828
1594,HW,18,7.3000002,0
1595,CW,307,21.1000004,106.399
1596,HW,227,33.4000015,311.64
1597,HW,17,5.5999999,0
1598,CW,223,17.1000004,75.964
1599,CW,307,21.1000004,112.892
1600,CW,277,27.2000008,158.029
1601,CW,307,26.2000008,177.589
1602,CW,307,18.1000004,64.772
1603,YC,327,14.1000004,37.366
1604,PLC,157,2,0
1605,HW,277,22.2000008,122.103
1606,CW,282,27.2000008,170.729
1607,CW,353,21.1000004,87.36
1608,HW,277,31.2999992,371.872
1609,SS,307,53.2000008,620.294
1610,HW,17,5.4000001,0
1611,HW,307,34.2000008,391.57
1612,CW,227,17.2000008,61.398
1613,CW,267,28.2999992,163.309
1614,CW,227,17.2000008,62.779
1615,CW,307,20.1000004,83.603
1616,CW,207,15.1999998,12.043
1617,HW,287,32.2999992,288.105
1618,CW,217,12.1000004,0
1619,CW,257,26.2999992,167.669
1620,YC,157,4.0999999,0
1621,HW,357,35.2000008,434.952
1622,CW,227,15.1999998,81.058
1623,PLC,117,1.5,0
1624,HW,347,35.2000008,383.07
1625,CW,357,24.1000004,115.531
1626,CW,357,20.1000004,93.841
1627,HW,277,22.2000008,129.658
1628,HW,337,35.2000008,377.336
1629,HW,307,34.2000008,367.955
1630,CW,327,30.2000008,255.504
1631,CW,257,21.2000008,116.276
1632,CW,237,20.2000008,70.801
1633,SS,9,2.0999999,0
1634,HW,5,0.8,0
1635,HW,267,21.2000008,158.155
1636,PLC,107,5.3000002,0
1637,CW,332,27.2000008,175.269
1638,CW,227,15.1999998,81.058
1639,HW,267,30.2999992,257.358
1640,HW,277,33.2999992,279.545
1641,YC,257,15.1000004,74.028
1642,CW,307,19.1000004,83
1643,CW,332,24.1000004,126.82
1644,HW,330,21.1000004,186.651
1645,,0,0,0
1646,HW,177,25.5,137.539
1647,CW,207,4,0
1648,SS,10,1.8,0
1649,CW,227,15.1999998,76.106
1650,CW,257,21.2000008,121.408
1651,CW,267,25.2000008,161.526
1652,HW,257,30.2999992,368.713
1653,CW,357,27.2000008,155.445
1654,CW,267,19.2000008,111.194
1655,CW,267,25.2000008,205.726
1656,,0,0,0
1657,,0,0,0
1658,CW,247,16.2000008,86.776
1659,HW,21,8,7.497
1660,,0,0,0
1661,HW,347,35.2000008,411.105
1662,CW,307,18.1000004,69.764
1663,HW,307,31.2000008,321.462
1664,CW,227,17.2000008,90.885
1665,HW,367,35.2000008,434.509
1666,HW,337,37.2000008,417.127
1667,HW,267,19.2000008,103.92
1668,HW,5,0.6,0
1669,CW,167,19.2999992,114.276
1670,HW,6,0.9,0
1671,HW,217,19.2999992,94.794
1672,,0,0,0
1673,HW,357,34.2000008,352.342
1674,HW,267,26.2000008,141.249
1675,HW,283,35.0999985,622.259
1676,CW,237,20.2000008,128.937
1677,CW,197,20.2000008,118.421
1678,CW,247,24.2999992,161.11
1679,SS,277,45.2999992,706.763
1680,HW,347,32.2000008,353.32
1681,CW,243,24.1000004,209.473
1682,HW,267,22.2000008,111.386
1683,CW,287,23.2000008,110.703
1684,CW,267,13.1000004,43.736
1685,CW,307,18.1000004,64.518
1686,HW,307,33.2000008,379.948
1687,CW,267,20.2000008,103.92
1688,CW,167,21.3999996,91.833
1689,CW,357,22.1000004,93.591
1690,SS,28,9.3000002,7.509
1691,CW,257,18.2000008,91.354
1692,PLC,122,4.3000002,0
1693,HW,282,13.1000004,49.947
1694,CW,167,31.5,260.138
1695,SS,267,41.2999992,563.456
1696,CW,267,21.2000008,120.005
1697,CW,257,26.2999992,180.452
1698,CW,257,24.2000008,140.748
1699,SS,297,36.2999992,513.261
1700,HW,40,14.6999998,39.543
1701,HW,12,3,0
1702,HW,297,31.2000008,286.696
1703,HW,103,20.3999996,262.745
1704,HW,237,20.2000008,160.922
1705,CW,227,18.2000008,92.056
1706,PLC,147,2,0
1707,CW,327,30.2000008,176.75
