OBJECTID,SPECIES_CD_1,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_VOL_PER_HA_SPP1_125
39,HW,20,10.5,16.05
40,HW,427,48.2000008,459.765
41,HW,307,31.2000008,321.867
42,CW,282,13.1000004,34.049
43,HW,28,8,8.232
44,CW,267,17.1000004,90.373
45,CW,267,18.2000008,53.21
46,CW,357,20.1000004,128.205
47,CW,227,16.2000008,68.884
48,HW,347,34.2000008,415.068
49,HW,247,24.2999992,203.041
50,SS,297,39.2999992,503.563
51,CW,307,33.2000008,188.472
52,HW,307,26.2000008,239.052
53,CW,307,18.1000004,65.919
54,HW,277,28.2000008,262.841
55,HW,32,11.5,42.314
56,SS,157,22.7000008,130.951
57,CW,167,22.3999996,96.243
58,CW,267,21.2000008,131.886
59,HW,27,10.3999996,14.382
60,CW,287,30.2000008,198.773
61,HW,357,37.2000008,295.943
62,CW,332,25.2000008,128.17
63,HW,35,13.3999996,34.096
64,CW,157,2,0
65,HW,267,20.2000008,61.694
66,CW,207,14.1000004,49.782
67,CW,257,15.1000004,58.003
68,CW,267,20.2000008,69.305
69,HW,12,2.7,0
70,CW,128,17.3999996,128.345
71,HW,257,31.2999992,378.859
72,HW,287,36.2999992,284.267
73,CW,332,21.1000004,121.746
74,CW,267,25.2000008,137.105
75,YC,207,5,0
76,HW,25,9.3999996,16.827
77,PLC,117,2,0
78,HW,367,36.2000008,448.478
79,HW,17,5.0999999,0
80,CW,187,13.1999998,83.145
81,SS,287,42.2999992,725.982
82,HW,247,29.2999992,378.753
83,CW,267,18.2000008,57.803
84,CW,227,18.2000008,100.127
85,HW,267,22.2000008,148.881
86,HW,297,33.2000008,304.817
87,CW,327,24.2000008,133.568
88,CW,267,25.2000008,177.336
89,CW,267,19.2000008,53.847
90,HW,20,6.3000002,0
91,HW,21,7.4000001,1.686
92,CW,167,4.0999999,0
93,SS,26,8.3000002,3.457
94,CW,257,25.2000008,190.645
95,HW,29,10.8000002,22.087
96,HW,337,35.2000008,330.634
97,HW,207,27.3999996,329.356
98,HW,307,33.2000008,406.698
99,CW,357,26.1000004,132.844
100,HW,20,9,5.481
101,CW,307,17.1000004,40.305
102,HW,277,32.2999992,339.581
103,HW,297,33.2000008,375.716
104,HW,20,9.6999998,11.106
105,HW,247,30.2999992,350.566
106,SS,307,44.2999992,618.23
107,CW,147,23.5,133.097
108,CW,307,22.2000008,85.355
109,HW,227,31.3999996,397.099
110,CW,332,38.2000008,266.918
111,CW,282,17.1000004,42.663
112,HW,267,19.2000008,86.244
113,CW,357,24.1000004,186.328
114,CW,207,11.1000004,37.87
115,CW,287,21.2000008,91.434
116,HW,307,33.2000008,353.517
117,CW,267,18.2000008,105.916
118,HW,24,16.8999996,73.21
119,CW,307,19.1000004,46.313
120,HW,327,33.2000008,451.151
121,HW,357,37.2000008,444.882
122,CW,332,10.1000004,2.93
123,HW,367,43.2000008,349.774
124,CW,257,17.2000008,59.291
125,CW,267,18.2000008,90.903
126,CW,332,30.2000008,209.434
127,CW,253,16.1000004,89.239
128,YC,257,14.1000004,74.915
129,HW,267,31.2999992,353.83
130,,0,0,0
131,HW,267,27.2000008,285.534
132,PLC,132,6.3000002,0
133,HW,257,30.2999992,368.187
134,SS,287,45.2999992,885.711
135,CW,207,14.1000004,59.756
136,CW,267,16.2000008,67.427
137,YC,234,21.5,189.646
138,HW,257,29.2999992,375.472
139,HW,307,31.2000008,451.508
140,CW,287,25.2000008,133.012
141,CW,277,20.2000008,87.022
142,SS,32,11.5,55.426
143,HW,247,28.2999992,335.062
144,SS,28,13.3000002,107.9
145,PLC,122,2,0
146,CW,167,9.1000004,0
147,SS,267,49.2999992,988.526
148,CW,332,15.1000004,21.826
149,SS,5,0.8,0
150,CW,147,20.3999996,138.123
151,CW,257,17.2000008,59.715
152,HW,267,25.2000008,239.411
153,CW,332,22.1000004,83.024
154,CW,187,10.1000004,0
155,PLC,137,1.5,0
156,HW,187,21.3999996,137.973
157,PLC,87,1,0
158,HW,27,10.3999996,15.328
159,PLC,127,8.3000002,1.202
160,YC,357,15.1000004,51.28
161,HW,17,5.9000001,0
162,CW,332,30.2000008,181.685
163,PLC,117,2,0
164,HW,32,14,47.031
165,HW,287,20.2000008,128.931
166,HW,247,29.2999992,378.753
167,CW,307,33.2000008,303.17
168,HW,207,20.2999992,151.379
169,HW,127,24.7999992,207.196
170,PLC,107,1.5,0
171,HW,257,20.2000008,150.233
172,CW,197,18.2000008,94.299
173,PLC,107,5.3000002,0
174,CW,307,19.1000004,46.313
175,PLC,167,3,0
176,CW,307,40.2999992,404.5
177,PLC,117,2,0
178,CW,332,28.2000008,190.996
179,CW,23,8.1000004,7.203
180,YC,353,19.2000008,134.777
181,HW,247,23.2999992,188.431
182,CW,357,15.1000004,4.732
183,YC,357,16.1000004,55.325
184,CW,357,32.2000008,156.811
185,CW,177,9.1000004,14.596
186,HW,277,32.2999992,389.04
187,SS,157,19.7000008,135.511
188,HW,337,36.2000008,283.757
189,CW,237,13.1000004,44.977
190,CW,137,5.0999999,0
191,SS,307,36.2999992,377.556
192,HW,147,21.6000004,222.652
193,HW,347,37.2000008,414.646
194,HW,287,26.2000008,182.09
195,CW,307,18.1000004,70.991
196,HW,297,37.2999992,484.176
197,PLC,127,2,0
198,CW,332,11.1000004,8.09
199,CW,357,31.2000008,242.134
200,CW,267,27.2000008,161.604
201,SS,327,44.2000008,509.146
202,HW,267,27.2000008,310.218
203,HW,297,33.2000008,406.163
204,HW,197,27.3999996,266.861
205,CW,307,22.2000008,91.617
206,CW,227,16.2000008,68.884
207,HW,287,31.2000008,372.196
208,HW,297,35.2999992,502.813
209,CW,332,22.1000004,76.619
210,HW,18,8.6999998,5.916
211,HW,247,27.2999992,305.436
212,CW,307,21.1000004,112.892
213,SS,257,40.4000015,537.592
214,SS,243,35.2000008,535.966
215,CW,282,20.2000008,76.051
216,CW,267,16.2000008,48.151
217,PLC,107,2,0
218,YC,227,12.1000004,29.988
219,CW,243,24.1000004,209.473
220,CW,257,27.2999992,218.708
221,CW,332,21.1000004,94.257
222,CW,357,28.1000004,210.456
223,CW,257,26.2999992,125.618
224,HW,277,25.2000008,240.75
225,HW,16,4.6999998,0
226,HW,267,22.2000008,141.063
227,HW,257,27.2999992,313.343
228,CW,297,21.2000008,104.765
229,HW,257,27.2999992,286.104
230,CW,207,2,0
231,CW,277,30.2999992,227.185
232,CW,357,23.1000004,193.758
233,CW,332,20.1000004,78.077
234,CW,307,20.1000004,82.579
235,HW,347,37.2000008,321.477
236,YC,307,14.1000004,36.83
237,CW,332,18.1000004,61.457
238,HW,277,25.2000008,161.195
239,HW,107,22.8999996,174.348
240,CW,207,14.1000004,65.697
241,PLC,107,5.3000002,0
242,CW,227,20.2000008,108.368
243,PLC,122,2,0
244,PLC,117,1.5,0
245,CW,332,18.1000004,51.612
246,SS,267,40.2999992,539.316
247,HW,35,9.8000002,11.632
248,CW,247,19.2000008,111.471
249,HW,207,28.3999996,376.935
250,CW,167,22.3999996,96.243
251,CW,357,26.1000004,158.311
252,HW,287,28.2000008,257.595
253,HW,32,11.5,43.359
254,SS,5,0.6,0
255,HW,387,42.2000008,542.954
256,HW,347,35.2000008,263.713
257,CW,332,22.1000004,101.692
258,CW,267,21.2000008,135.192
259,HW,247,32.2999992,391.854
260,HW,21,7.4000001,2.065
261,CW,247,13.1000004,10.523
262,HW,12,3.5,0
263,HW,207,26.3999996,202.839
264,HW,297,33.2000008,480.191
265,CW,307,18.1000004,69.764
266,CW,337,31.2000008,197.978
267,PLC,127,4.1999998,0
268,PLC,107,5.3000002,0
269,CW,307,26.2000008,175.239
270,CW,227,8.1000004,3.584
271,CW,187,16.2000008,80.599
272,CW,332,30.2000008,178.46
273,HW,22,7.9000001,4.72
274,CW,267,15.1000004,41.9
275,YC,367,16.1000004,65.346
276,SS,267,36.4000015,453.122
277,HW,7,1.2,0
278,PLC,122,2.5,0
279,HW,27,10.3999996,15.328
280,CW,307,17.1000004,56.793
281,CW,307,30.2000008,171.414
282,HW,167,17.3999996,58.263
283,CW,267,24.2000008,186.147
284,CW,227,14.1999998,45.743
285,CW,247,24.2999992,161.11
286,SS,10,1.8,0
287,YC,357,14.1000004,42.665
288,CW,307,16.1000004,43.395
289,HW,257,25.2999992,242.978
290,SS,6,1.1,0
291,PLC,107,1.5,0
292,HW,227,18.2000008,61.164
293,CW,167,10.1999998,0.345
294,YC,357,17.1000004,63.319
295,HW,207,25.3999996,237.623
296,CW,267,24.2000008,139.469
297,CW,257,16.1000004,49.32
298,HW,324,38.2000008,470.038
299,HW,8,1.7,0
300,HW,12,3.5,0
301,CW,247,30.2999992,222.955
302,SS,307,45.2999992,609.364
303,PLC,117,2,0
304,CW,267,18.2000008,64.985
305,SS,10,1.8,0
306,CW,327,31.2000008,306.956
307,CW,332,22.1000004,99.624
308,HW,217,25.2999992,127.961
309,CW,307,18.1000004,65.919
310,CW,332,31.2000008,192.721
311,CW,332,20.1000004,105.031
312,HW,337,37.2000008,474.217
313,CW,257,19.2000008,78.396
314,YC,247,18.2000008,87.368
315,HW,307,33.2000008,231.867
316,HW,20,5.6999998,0
317,CW,307,23.2000008,124.671
318,CW,332,18.1000004,76.189
319,HW,357,40.2000008,518.294
320,CW,357,24.1000004,133.795
321,HW,307,30.2000008,341.143
322,CW,332,18.1000004,75.508
323,HW,227,29.3999996,383.611
324,CW,307,17.1000004,47.659
325,CW,332,32.2000008,199.54
326,HW,357,24.1000004,107.723
327,CW,267,18.2000008,89.46
328,CW,207,2,0
329,SS,293,32.0999985,327.906
330,CW,277,18.2000008,100.472
331,CW,277,21.2000008,168.776
332,PLC,122,3.7,0
333,CW,307,23.2000008,164.171
334,HW,327,34.2000008,309.902
335,YC,357,18.1000004,80.31
336,HW,277,21.2000008,102.403
337,HW,277,33.2999992,313.135
338,CW,307,18.1000004,69.764
339,HW,297,28.2000008,178.209
340,PLC,147,2,0
341,SS,277,45.2999992,651.466
342,HW,367,36.2000008,389.037
343,CW,307,22.2000008,114.991
344,CW,357,34.2000008,221.132
345,PLC,167,4.1999998,0
346,CW,267,18.2000008,78.68
347,SS,34,14.3999996,91.424
348,CW,357,22.1000004,107.993
349,CW,357,38.2000008,222.508
350,CW,227,16.2000008,60.945
351,SS,113,21.5,170.342
352,CW,357,34.2000008,186.176
353,CW,307,28.2000008,190.674
354,HW,25,8.8999996,7.039
355,CW,332,30.2000008,178.46
356,CW,207,4,0
357,HW,25,8.8999996,7.842
358,CW,247,19.2000008,81.049
359,CW,277,22.2000008,116.755
360,HW,247,30.2999992,322.811
361,HW,337,34.2000008,315.84
362,HW,307,31.2000008,275.212
363,CW,227,16.2000008,67.314
364,HW,267,30.2999992,302.788
365,CW,257,16.1000004,82.542
366,CW,307,18.1000004,64.772
367,HW,357,38.2000008,362.244
368,PLC,127,4.1999998,0
369,HW,237,15.1999998,61.614
370,CW,332,29.2000008,197.889
371,CW,247,17.2000008,109.91
372,CW,267,22.2000008,120.532
373,CW,337,31.2000008,197.978
374,CW,307,23.2000008,89.274
375,CW,177,13.1999998,7.816
376,CW,282,10.1000004,9.122
377,CW,332,27.2000008,175.269
378,YC,267,9.1000004,0
379,PLC,117,2,0
380,PLC,107,1.5,0
381,CW,257,18.2000008,54.503
382,PLC,127,8.3000002,1.202
383,HW,337,35.2000008,619.498
384,CW,357,22.1000004,92.408
385,HW,337,36.2000008,337.781
386,HW,247,21.2000008,126.98
387,PLC,107,5.3000002,0
388,HW,287,33.2999992,430.104
389,YC,357,18.1000004,75.012
390,HW,37,21.1000004,102.391
391,CW,357,18.1000004,95.268
392,HW,277,27.2000008,211.896
393,HW,227,21.2999992,117.96
394,SS,353,43.0999985,752.637
395,CW,227,17.2000008,69.554
396,CW,227,10.1000004,0
397,CW,257,17.2000008,63.184
398,HW,307,33.2000008,403.114
399,SS,18,4.5,0
400,CW,307,18.1000004,65.093
401,CW,307,18.1000004,64.772
402,CW,357,12.1000004,1.852
403,SS,287,45.2999992,885.711
404,HW,267,33.2999992,414.567
405,HW,237,27.2999992,315.854
406,HW,237,20.2000008,160.922
407,CW,257,33.2999992,238.358
408,CW,227,16.2000008,12.534
409,HW,247,27.2999992,323.246
410,CW,167,21.3999996,91.833
411,HW,17,4.9000001,0
412,CW,257,16.1000004,66.544
413,CW,307,24.2000008,113.611
414,PLC,127,5.3000002,0
415,CW,307,30.2000008,183.665
416,PLC,122,3.2,0
417,HW,277,33.2999992,408.987
418,CW,267,21.2000008,95.835
419,HW,247,28.2999992,287.372
420,SS,357,43.2000008,563.564
421,CW,227,14.1999998,45.743
422,HW,19,7,0
423,HW,357,38.2000008,306.758
424,HW,357,40.2000008,443.315
425,HW,20,8,0
426,HW,22,9,13.537
427,CW,357,48.2000008,219.324
428,CW,217,21.2999992,131.103
429,YC,227,12.1000004,26.649
430,HW,277,30.2999992,344.501
431,HW,207,21.2999992,160.167
432,SS,25,7.8000002,1.719
433,CW,277,28.2999992,228.147
434,HW,10,2.5,0
435,HW,161,29.8999996,123.85
436,CW,307,18.1000004,71.268
437,HW,307,27.2000008,200.937
438,HW,367,39.2000008,564.772
439,CW,117,16.5,87.934
440,CW,187,23.2999992,124.477
441,HW,397,41.2000008,609.867
442,SS,247,38.4000015,646.228
443,YC,357,19.1000004,96.802
444,CW,257,17.2000008,63.184
445,CW,207,19.2000008,75.383
446,CW,267,21.2000008,118.692
447,CW,177,9.1000004,0
448,CW,177,22.2999992,133.623
449,HW,25,9.8999996,17.842
450,HW,257,25.2999992,242.978
451,CW,10,1.4,0
452,HW,177,15.3000002,79.389
453,PLC,107,5.3000002,0
454,CW,307,24.2000008,112.83
455,CW,297,29.2000008,278.149
456,PLC,137,2.5,0
457,CW,257,16.1000004,63.727
458,HW,332,32.2000008,213.787
459,HW,257,27.2999992,355.326
460,CW,357,15.1000004,20.244
461,HW,7,1.2,0
462,HW,32,14,47.031
463,HW,41,17,71.463
464,CW,332,26.2000008,184.362
465,HW,257,23.2000008,127.442
466,HW,257,25.2999992,160.133
467,CW,307,25.2000008,127.482
468,HW,20,9.6999998,11.106
469,YC,170,15.8999996,95.806
470,CW,217,15.1999998,71.446
471,HW,227,12.1999998,1.838
472,CW,307,10.1000004,16.101
473,CW,227,14.1999998,45.743
474,CW,263,24.1000004,220.028
475,HW,307,27.2000008,226.094
476,CW,307,13.1000004,30.518
477,HW,307,17.1000004,86.388
478,HW,293,25.1000004,181.599
479,CW,167,22.3999996,97.501
480,SS,33,12.3000002,45.663
481,HW,247,26.2999992,255.092
482,HW,22,7.9000001,9.628
483,,0,0,0
484,HW,307,34.2000008,395.734
485,HW,347,33.2000008,348.355
486,CW,357,22.1000004,92.408
487,SS,10,1.9,0
488,CW,252,18.2000008,84.636
489,PLC,107,1.5,0
490,CW,247,16.2000008,48.447
491,HW,357,37.2000008,445.341
492,CW,237,15.1999998,69.814
493,CW,307,18.1000004,69.764
494,PLC,137,7.3000002,0.428
495,HW,247,33.2999992,363.535
496,HW,307,32.2000008,355.41
497,PLC,107,5.3000002,0.284
498,HW,21,7.4000001,1.426
499,CW,282,20.2000008,90.516
500,HW,287,27.2000008,246.601
501,HW,297,30.2000008,296.887
502,SS,307,44.2999992,654.013
503,CW,147,27.6000004,211.653
504,HW,297,26.2000008,213.88
505,CW,257,25.2000008,185.256
506,YC,277,12.1000004,41.569
507,SS,227,28.5,244.168
508,HW,147,18.5,116.54
509,CW,297,24.2000008,156.583
510,CW,187,23.2999992,124.477
511,SS,178,22.2999992,285.28
512,HW,357,31.2000008,206.436
513,CW,277,23.2000008,149.723
514,HW,357,38.2000008,291.962
515,HW,327,34.2000008,337.679
516,CW,297,27.2000008,187.812
517,SS,272,38.2999992,719.636
518,CW,167,6.0999999,0
519,CW,207,11.1000004,5.28
520,HW,227,23.2999992,180.265
521,YC,257,13.1000004,42.113
522,CW,257,18.2000008,104.573
523,CW,247,18.2000008,117.436
524,CW,227,19.2000008,121.841
525,HW,267,24.2000008,194.064
526,SS,3,0.4,0
527,SS,203,32.2000008,497.594
528,CW,267,19.2000008,106.974
529,CW,137,25.6000004,219.913
530,YC,407,19.1000004,76.662
531,CW,307,26.2000008,177.08
532,HW,347,34.2000008,307.079
533,HW,287,32.2999992,287.691
534,HW,19,6.0999999,0
535,CW,287,27.2000008,221.563
536,PLC,122,2,0
537,CW,307,14.1000004,36.895
538,HW,163,33.2999992,526.49
539,CW,307,19.1000004,33.488
540,PLC,117,1.5,0
541,CW,227,13.1000004,14.991
542,SS,307,37.2999992,466.66
543,CW,332,18.1000004,90.279
544,SS,307,34.2999992,213.189
545,HW,257,29.2999992,335.089
546,HW,277,22.2000008,133.913
547,HW,34,13.6000004,89.506
548,CW,332,22.1000004,149.461
549,CW,7,0.5,0
550,CW,357,19.1000004,80.199
551,CW,332,18.1000004,61.149
552,HW,263,32.0999985,436.282
553,DR,28,15.1000004,63.358
554,HW,277,25.2000008,205.196
555,HW,337,37.2000008,417.127
556,,0,0,0
557,HW,257,33.2999992,492.963
558,HW,267,29.2999992,248.648
559,HW,12,4.9000001,0
560,HW,287,29.2000008,305.377
561,PLC,117,1.5,0
562,CW,147,5.0999999,0
563,HW,22,7.9000001,3.358
564,,0,0,0
565,CW,357,22.1000004,98.531
566,CW,357,24.1000004,113.387
567,CW,307,28.2000008,143.778
568,CW,257,16.1000004,62.42
569,HW,257,33.2999992,346.426
570,CW,357,25.1000004,126.789
571,HW,327,34.2000008,401.88
572,HW,257,31.2999992,331.757
573,CW,307,8,1.892
574,CW,237,11.1000004,4.77
575,SS,167,21.7000008,134.811
576,CW,257,18.2000008,71.83
577,HW,107,13.6000004,27.736
578,HW,87,15.8999996,52.362
579,YC,347,16.1000004,46.301
580,CW,287,26.2000008,207.158
581,HW,357,37.2000008,322.454
582,CW,332,28.2000008,158.9
583,CW,307,26.2000008,175.239
584,CW,273,26.1000004,214.098
585,HW,267,30.2999992,345.809
586,PLC,117,2,0
587,CW,267,25.2000008,93.873
588,HW,357,39.2000008,445.654
589,SS,227,33.5,374.765
590,PLC,117,2,0
591,CW,287,27.2000008,187.03
592,SS,207,29.5,289.117
593,HW,347,37.2000008,282.188
594,CW,307,24.2000008,121.263
595,HW,10,2.5999999,0
596,HW,17,5.4000001,0
597,CW,267,20.2000008,105.614
598,CW,227,27.2999992,190.326
599,HW,20,5.6999998,0
600,HW,20,5.6999998,0
601,YC,297,15.1000004,56.573
602,SS,147,21.7999992,211.092
603,CW,357,20.1000004,96.298
604,CW,227,17.2000008,75.885
605,PLC,117,2,0
606,HW,267,22.2000008,148.881
607,PLC,107,2,0
608,HW,207,18.2999992,8.185
609,HW,237,23.2999992,196.268
610,CW,357,22.1000004,111.594
611,HW,337,33.2000008,324.621
612,HW,307,34.2000008,364.906
613,CW,337,35.2000008,291.278
614,HW,357,38.2000008,542.796
615,CW,267,25.2000008,122.214
616,HW,307,35.2999992,385.927
617,HW,307,32.2000008,288.046
618,HW,207,23.2999992,149.662
619,HW,127,24.7999992,175.8
620,CW,243,18.1000004,66.492
621,CW,167,8.1000004,0
622,CW,267,18.2000008,64.985
623,CW,357,28.1000004,155.089
624,YC,297,16.1000004,69.397
625,CW,307,21.1000004,112.622
626,HW,21,6.6999998,0
627,DR,32,20.2000008,192.889
628,CW,147,4.0999999,0
629,CW,332,21.1000004,94.257
630,SS,227,37.5,566.557
631,SS,267,41.2999992,563.456
632,CW,332,22.1000004,76.619
633,CW,273,20.1000004,106.295
634,CW,187,19.2000008,89.977
635,SS,10,1.9,0
636,HW,357,37.2000008,351.586
637,PLC,107,1.5,0
638,CW,277,19.2000008,70.564
639,HW,357,38.2000008,482.963
640,CW,207,22.2000008,100.224
641,PLC,107,1.5,0
642,CW,157,4.0999999,0
643,,0,0,0
644,CW,179,27.2000008,274.753
645,CW,197,12.1000004,0
646,CW,267,19.2000008,100.396
647,HW,332,32.2000008,230.501
648,CW,307,24.2000008,125.283
649,HW,297,35.2999992,573.89
650,HW,367,37.2000008,379.8
651,SS,307,39.2999992,561.176
652,PLC,127,8.3000002,1.202
653,YC,367,19.1000004,108.827
654,HW,23,8.3999996,4.951
655,HW,29,11.3999996,21.565
656,CW,267,19.2000008,57.958
657,CW,217,10.1000004,25.457
658,HW,327,36.2000008,395.84
659,CW,257,18.2000008,100.913
660,HW,277,34.2999992,370.548
661,SS,25,9.5,8.49
662,HW,357,38.2000008,251.489
663,CW,207,19.2000008,94.077
664,CW,332,12.1000004,1.703
665,HW,287,26.2000008,168.728
666,CW,327,33.2000008,223.591
667,PLC,117,1.5,0
668,PLC,107,5.3000002,0
669,SS,257,36.4000015,422.837
670,CW,277,28.2999992,169.553
671,HW,337,36.2000008,381.848
672,HW,247,23.2999992,162.019
673,HW,307,31.2000008,384.085
674,HW,307,33.2000008,404.341
675,HW,297,21.2000008,160.065
676,CW,257,17.2000008,9.618
677,CW,282,22.2000008,74.953
678,CW,22,6.1999998,0
679,HW,307,33.2000008,454.505
680,YC,187,5,0
681,CW,267,23.2000008,152.6
682,HW,20,5.6999998,0
683,HW,307,33.2000008,306.021
684,CW,257,23.2000008,143.459
685,CW,307,21.1000004,109.773
686,CW,297,20.1000004,104.002
687,CW,307,18.1000004,82.195
688,CW,307,15.1000004,1.163
689,HW,237,24.2999992,212.947
690,HW,337,33.2000008,396.618
691,HW,297,31.2000008,326.039
692,CW,332,18.1000004,74.644
693,SS,307,43.2999992,649.126
694,CW,277,19.2000008,63.166
695,CW,297,23.2000008,132.537
696,HW,282,20.2000008,121.128
697,HW,5,0.6,0
698,SS,282,40.2999992,558.585
699,HW,257,31.2999992,393.007
700,HW,337,34.2000008,360.252
701,CW,332,22.1000004,101.692
702,CW,247,16.2000008,73.392
703,HW,307,32.2000008,337.519
704,PLC,107,2,0
705,YC,307,16.1000004,50.067
706,HW,357,37.2000008,347.373
707,HW,237,25.2999992,235.346
708,,0,0,0
709,PLC,137,1.5,0
710,CW,357,13.1000004,17.32
711,YC,247,9.1000004,24.338
712,HW,347,35.2000008,435.985
713,DR,23,17,124.624
714,HW,357,40.2000008,384.969
715,SS,257,39.4000015,629.989
716,CW,267,16.2000008,82.458
717,CW,307,23.2000008,128.884
718,,0,0,0
719,CW,332,22.1000004,111.025
720,CW,277,28.2999992,169.553
721,HW,137,6.1999998,0
722,CW,267,23.2000008,134.339
723,HW,24,8.8999996,9.873
724,SS,10,3.3,0
725,CW,357,22.1000004,129.613
726,CW,187,10.1000004,0
727,HW,257,29.2999992,251.493
728,,0,0,0
729,HW,227,29.3999996,383.611
730,CW,244,41,335.523
731,CW,217,17.2000008,69.956
732,CW,307,17.1000004,70.255
733,HW,273,33.0999985,454.62
734,CW,307,18.1000004,50.947
735,HW,282,16.1000004,70.316
736,SS,203,33.2000008,357.953
737,PLC,107,2,0
738,SS,16,3.8,0
739,HW,207,14.1999998,84.328
740,HW,12,3.5,0
741,HW,207,24.3999996,156.205
742,CW,332,25.2000008,128.17
743,HW,357,32.2000008,220.271
744,HW,327,32.2000008,357.402
745,PLC,107,2,0
746,CW,147,23.5,133.097
747,HW,287,34.2999992,221.818
748,CW,307,23.2000008,117.749
749,CW,167,31.5,260.138
750,YC,257,11.1000004,39.544
751,HW,297,27.2000008,209.751
752,HW,307,33.2000008,375.322
753,HW,207,32.4000015,399.693
754,CW,267,17.1000004,84.085
755,HW,307,31.2000008,223.419
756,SS,7,1.1,0
757,HW,287,34.2999992,369.528
758,CW,167,7.0999999,0
759,CW,357,25.1000004,175.472
760,,0,0,0
761,CW,217,15.1999998,46.665
762,HW,357,38.2000008,483.707
763,CW,187,21.2999992,78.239
764,HW,247,28.2999992,367.836
765,CW,167,16.2999992,48.136
766,SS,7,1.1,0
767,CW,297,17.1000004,30.971
768,CW,227,15.1999998,57.247
769,CW,217,11.1000004,40.397
770,CW,332,30.2000008,238.244
771,HW,387,36.2000008,376.461
772,SS,247,34.4000015,338.929
773,HW,25,9.3999996,19.239
774,CW,257,16.1000004,54.089
775,CW,332,27.2000008,92.118
776,HW,307,33.2000008,302.246
777,CW,277,17.2000008,68.246
778,HW,267,33.2999992,334.694
779,HW,387,39.2000008,558.972
780,SS,34,11.8000002,48.838
781,CW,257,27.2999992,241.738
782,CW,328,24.1000004,183.877
783,CW,247,22.2000008,120.973
784,CW,357,27.2000008,168.569
785,HW,287,30.2000008,250.792
786,HW,307,31.2000008,366.767
787,HW,35,18.7999992,105.867
788,HW,29,12.5,40.349
789,CW,257,9.1000004,0.724
790,CW,337,17.1000004,64.856
791,HW,197,18.2999992,135.817
792,CW,197,12.1000004,0
793,CW,277,30.2999992,162.551
794,HW,277,30.2999992,271.43
795,CW,357,25.1000004,150.411
796,CW,182,27.3999996,254.166
797,CW,332,27.2000008,178.021
798,CW,297,32.2000008,203.462
799,HW,243,27.1000004,267.348
800,CW,277,19.2000008,85.863
801,CW,307,18.1000004,69.764
802,HW,31,11.1000004,26.561
803,CW,287,30.2000008,198.773
804,CW,307,32.2000008,194.605
805,PLC,122,3.2,0
806,HW,237,28.2999992,183.702
807,HW,307,29.2000008,243.411
808,HW,200,23.6000004,225.882
809,PLC,127,4.1999998,0
810,HW,337,38.2000008,427.482
811,CW,267,21.2000008,81.832
812,SS,247,40.4000015,73.11
813,HW,12,2.9000001,0
814,CW,207,9.1000004,1.069
815,YC,307,14.1000004,29.548
816,CW,267,22.2000008,118.553
817,DR,21,16,120.365
818,PLC,107,1.5,0
819,CW,127,5.0999999,0
820,PLC,137,2,0
821,YC,327,13.1000004,65.964
822,PLC,107,1.5,0
823,SS,307,37.2999992,466.66
824,CW,272,28.1000004,219.254
825,CW,332,28.2000008,178.21
826,PLC,122,3.7,0
827,HW,327,33.2000008,401.825
828,CW,357,19.1000004,54.65
829,CW,267,27.2000008,195.1
830,HW,287,33.2999992,435.322
831,YC,367,17.7000008,110.503
832,CW,267,26.2000008,211.848
833,HW,247,27.2999992,287.121
834,SS,11,2.3,0
835,HW,247,20.2000008,69.883
836,HW,207,32.4000015,399.693
837,HW,117,20.7999992,117.057
838,CW,237,24.2999992,143.296
839,CW,357,24.1000004,116.884
840,HW,29,12.5,39.246
841,CW,277,22.2000008,135.231
842,HW,297,30.2000008,360.237
843,HW,307,35.2999992,329.728
844,HW,307,37.2999992,483.065
845,HW,267,28.2999992,297.234
846,CW,217,12.1000004,45.437
847,CW,332,25.2000008,128.17
848,PLC,107,1.5,0
849,CW,217,11.1000004,0
850,CW,353,19.1000004,72.051
851,CW,277,18.2000008,100.472
852,HW,357,38.2000008,361.168
853,HW,297,33.2000008,331.73
854,HW,267,33.2999992,538.176
855,CW,357,19.1000004,54.65
856,PLC,117,1.5,0
857,CW,277,27.2000008,153
858,CW,257,17.2000008,56.207
859,CW,357,24.1000004,104.472
860,HW,277,32.2999992,387.499
861,SS,6,0.6,0
862,HW,257,20.2000008,150.233
863,CW,357,23.1000004,90.604
864,CW,267,24.2000008,203.187
865,HW,307,33.2000008,353.892
866,YC,267,9.1000004,0.265
867,CW,332,23.1000004,161.687
868,HW,17,5.0999999,0
869,PLC,167,5.1999998,0
870,CW,277,27.2000008,233.339
871,PLC,137,3.0999999,0
872,CW,357,22.1000004,98.531
873,HW,167,24.5,279.493
874,SS,267,49.2999992,651.341
875,HW,297,32.2000008,287.83
876,HW,307,32.2000008,371.343
877,SS,32,16,64.101
878,HW,367,39.2000008,309.892
879,HW,257,23.2000008,210.869
880,,0,0,0
881,HW,387,43.2000008,465.927
882,HW,31,11.1000004,26.41
883,HW,332,35.2000008,235.755
884,SS,237,34.4000015,331.44
885,YC,197,13.6999998,129.247
886,CW,307,18.1000004,64.518
887,HW,347,38.2000008,483.223
888,HW,297,28.2000008,257.932
889,,0,0,0
890,HW,337,35.2000008,386.175
891,PLC,132,6.3000002,0
